Calpain-1 catalytic subunit	Prenylcysteine oxidase 1	Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	Clusterin;Clusterin beta chain;Clusterin alpha chain;Clusterin	Glyceraldehyde-3-phosphate dehydrogenase	Plasma protease C1 inhibitor	Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3	Apolipoprotein L1	Ig kappa chain V-II region FR;Ig kappa chain V-II region Cum	Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain	Apolipoprotein M	Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I	Hemoglobin subunit beta;LVV-hemorphin-7;Spinorphin	Serum amyloid P-component;Serum amyloid P-component(1-203)	Hemoglobin subunit alpha	Complement C1q subcomponent subunit C	Inter-alpha-trypsin inhibitor heavy chain H4;70 kDa inter-alpha-trypsin inhibitor heavy chain H4;35 kDa inter-alpha-trypsin inhibitor heavy chain H4	C4b-binding protein beta chain	Carboxypeptidase B2	Vitamin D-binding protein	Vitamin K-dependent protein S	LIM and senescent cell antigen-like-containing domain protein 1	Tubulin beta-1 chain	Complement component C9;Complement component C9a;Complement component C9b	Filamin-A	Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain	Afamin	C4b-binding protein alpha chain	Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B	Protein Z-dependent protease inhibitor	Complement C1s subcomponent;Complement C1s subcomponent heavy chain;Complement C1s subcomponent light chain	Apolipoprotein A-II;Proapolipoprotein A-II;Truncated apolipoprotein A-II	Complement component C8 beta chain	Selenoprotein P	Transthyretin	Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less	Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2	Serotransferrin	Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63)	Vinculin	EH domain-containing protein 3	Apolipoprotein C-III	Tubulin alpha-1B chain;Tubulin alpha-1C chain;Tubulin alpha-1A chain;Tubulin alpha-3E chain	Alpha-2-antiplasmin	Serum amyloid A-4 protein	Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain	Chloride intracellular channel protein 1	Alpha-enolase;Enolase	Ig kappa chain V-I region AU;Ig kappa chain V-I region AG	Fibrinogen gamma chain
19.171895980835	20.4844379425049	22.0643749237061	26.4141273498535	22.6271839141846	20.5734844207764	20.307746887207	22.3256168365479	20.3150653839111	19.3821392059326	26.2221412658691	33.2334938049316	23.7606067657471	23.6831398010254	22.1266632080078	18.9953193664551	21.3483543395996	19.9887065887451	20.6003227233887	20.3433208465576	NA	19.6069869995117	18.2463226318359	20.4077949523926	18.887565612793	24.3048686981201	20.6394462585449	NA	25.3838996887207	20.9567394256592	19.5482273101807	22.9406471252441	20.0349655151367	20.5577735900879	23.0189800262451	20.5635566711426	23.2627010345459	21.8515186309814	21.3772945404053	21.1226253509521	20.0964832305908	23.4014549255371	20.3234462738037	20.264533996582	26.1772346496582	27.2594356536865	20.2601757049561	20.8746280670166	19.9127044677734	28.1787357330322
19.5930080413818	20.4207000732422	22.1047286987305	26.2452869415283	22.9571113586426	20.7417240142822	17.9246273040771	22.5366840362549	20.8012828826904	19.6670036315918	NA	32.5718803405762	23.3242988586426	23.5172519683838	22.4016361236572	19.633960723877	21.3400630950928	21.6690826416016	20.1141338348389	21.6959571838379	19.0389881134033	20.9861392974854	17.9092960357666	21.4678707122803	20.1602954864502	23.7812671661377	20.2195129394531	22.120475769043	24.9309825897217	20.0247230529785	20.1570911407471	22.1660079956055	20.7023544311523	20.8030967712402	22.9962100982666	21.2676239013672	23.9234313964844	22.9927749633789	20.9920997619629	21.1476192474365	NA	22.8496685028076	20.1594333648682	20.6574401855469	25.6919498443604	26.4275035858154	20.5943202972412	20.0496616363525	19.9853744506836	27.2336139678955
20.1169281005859	20.272985458374	21.9207077026367	25.8749504089355	23.2095680236816	20.3250942230225	18.9853191375732	22.4910106658936	20.240629196167	20.2151355743408	25.8286628723145	32.3358573913574	23.2387790679932	24.301383972168	22.5179481506348	19.954610824585	21.7945156097412	21.3743801116943	20.3409328460693	21.0483989715576	20.3464622497559	21.249683380127	18.2115268707275	22.0254669189453	20.6509704589844	23.4987487792969	19.5643577575684	22.5346908569336	25.8912220001221	19.4078769683838	21.0186920166016	22.4146499633789	20.9095439910889	19.8477096557617	22.7212982177734	19.8519840240479	24.9306659698486	22.0568885803223	21.5255432128906	21.3300838470459	20.1913528442383	22.0569229125977	20.4711990356445	20.4189529418945	26.3655967712402	26.190559387207	20.7563762664795	19.8499851226807	18.8409805297852	26.7820682525635
20.1895446777344	20.290864944458	21.9886035919189	26.2017230987549	23.1577529907227	20.555154800415	NA	22.9803619384766	20.2319850921631	20.2572994232178	25.8947429656982	32.7547187805176	23.4506072998047	22.9848880767822	22.5506992340088	19.5238227844238	21.8775501251221	21.2060985565186	20.4788208007813	20.6063899993896	19.2935161590576	21.0220146179199	18.3940601348877	20.9800148010254	19.6073665618896	23.5692939758301	19.7257881164551	21.1948432922363	25.8329906463623	19.761547088623	20.2365474700928	23.6542530059814	20.4301261901855	20.4733810424805	23.1872959136963	20.4664268493652	23.5552005767822	22.3404979705811	22.3619346618652	21.0145435333252	20.6236381530762	22.4572868347168	20.4256248474121	20.6973571777344	27.0462474822998	26.5366630554199	20.7318992614746	20.3889007568359	19.0232353210449	27.2719535827637
19.6055774688721	19.3676242828369	22.1914443969727	27.8940010070801	21.515905380249	21.4028072357178	NA	NA	NA	NA	26.9669723510742	34.3709449768066	23.8962440490723	22.2641334533691	22.7993469238281	NA	19.2318916320801	NA	20.126033782959	20.6028614044189	NA	18.6875324249268	18.5995063781738	18.9628219604492	NA	23.3775596618652	NA	NA	24.3050079345703	19.9970035552979	NA	26.0621280670166	NA	22.1929187774658	23.5311241149902	22.6074066162109	21.6651840209961	18.9406299591064	23.5162906646729	NA	21.714563369751	24.1812419891357	21.5833435058594	19.64772605896	27.4450588226318	24.4214973449707	21.3031272888184	21.5628128051758	19.3055229187012	25.5597877502441
20.4448566436768	NA	22.4657306671143	26.4917030334473	23.052152633667	20.8177680969238	NA	22.9298000335693	20.2272911071777	20.1170539855957	24.6037673950195	32.6032638549805	23.7812671661377	23.7265033721924	22.8847961425781	19.2028274536133	21.9158668518066	21.2740669250488	20.7364482879639	21.3464622497559	18.4535446166992	21.9647979736328	19.1677856445313	21.3957138061523	20.6655311584473	23.7029266357422	19.6882152557373	NA	25.4967384338379	NA	19.7819519042969	23.671199798584	21.6291198730469	21.0096321105957	22.5071220397949	20.2977085113525	24.0810718536377	22.3138198852539	21.2617835998535	21.4844875335693	20.8245429992676	23.1755123138428	21.0120906829834	20.4675216674805	26.0042324066162	26.6990909576416	21.3850078582764	20.3215751647949	18.9887065887451	25.4651012420654
20.2856826782227	20.7827682495117	21.4924793243408	25.7933502197266	20.9845409393311	21.2859077453613	19.1580028533936	22.8788604736328	20.1677856445313	19.8178768157959	25.3531627655029	31.3910007476807	22.9184894561768	24.7509803771973	22.3467597961426	20.1698665618896	22.2242031097412	21.7984371185303	21.0184211730957	20.8331394195557	21.1695613861084	21.6405944824219	19.126916885376	22.7153186798096	21.00710105896	23.655782699585	19.7764358520508	23.2981014251709	NA	19.2765102386475	20.8686866760254	22.4834785461426	21.2837047576904	20.2359619140625	21.9883251190186	20.5334548950195	25.5167713165283	22.2226715087891	21.9086647033691	20.5614147186279	NA	22.9123973846436	21.2445831298828	20.6166572570801	25.2750473022461	26.2112808227539	20.275146484375	19.6074199676514	18.8832454681396	26.8935394287109
20.1104431152344	20.9001388549805	22.0681533813477	26.0870342254639	21.5372524261475	20.5163383483887	NA	23.2579612731934	20.4093494415283	20.4869918823242	25.9808940887451	32.8752746582031	23.6795997619629	24.3932285308838	22.2413845062256	19.729528427124	22.1271991729736	21.9110088348389	20.9358177185059	21.0903587341309	19.5735950469971	21.7115001678467	18.8462867736816	21.4602890014648	19.5264987945557	23.6860294342041	NA	21.8502597808838	25.4344711303711	20.1719436645508	20.6435928344727	23.5173721313477	21.6092796325684	20.6248874664307	22.5754718780518	21.0212020874023	24.1176719665527	22.4436950683594	22.1311931610107	20.9944496154785	20.7443542480469	23.1100597381592	20.9588642120361	20.6843166351318	25.6783924102783	26.6519832611084	20.7900276184082	20.0911979675293	19.4010162353516	27.8101100921631
NA	NA	NA	26.3675479888916	20.2228183746338	NA	NA	NA	NA	NA	26.4817142486572	34.6151123046875	23.1306438446045	20.5567455291748	21.3494338989258	NA	NA	22.5537261962891	NA	20.4942378997803	NA	NA	NA	NA	NA	22.2289066314697	20.7215900421143	NA	NA	NA	NA	26.1462574005127	NA	NA	NA	23.2799434661865	NA	NA	21.7983570098877	NA	20.7418060302734	23.6357765197754	NA	NA	25.4429092407227	23.6787414550781	NA	20.9909229278564	NA	25.8832969665527
NA	19.658992767334	NA	26.1884651184082	20.9761734008789	20.4990158081055	NA	22.9154834747314	NA	NA	25.7297229766846	34.2876777648926	22.6554756164551	20.8240756988525	21.0838165283203	NA	20.3906860351563	22.2180061340332	NA	20.2936744689941	NA	18.7489128112793	NA	NA	NA	NA	20.5774555206299	NA	23.6499843597412	NA	NA	25.4452171325684	NA	NA	22.1640758514404	22.1933403015137	19.5211029052734	NA	21.3356533050537	NA	21.3694896697998	23.6641635894775	19.7261047363281	NA	26.1481590270996	24.4026260375977	NA	20.2215213775635	NA	25.5925197601318
18.7092723846436	NA	21.7470207214355	27.0538272857666	20.3449459075928	21.2155494689941	NA	NA	NA	NA	26.6492443084717	34.004955291748	25.6298980712891	19.2843723297119	24.4246387481689	NA	18.8363647460938	21.6081066131592	NA	NA	NA	NA	NA	NA	NA	23.5622062683105	20.9043350219727	NA	24.2929153442383	NA	NA	25.3881454467773	NA	NA	21.9859657287598	22.1747798919678	20.8642349243164	NA	23.8883686065674	20.073917388916	22.0179786682129	23.4541263580322	21.1433277130127	20.1825294494629	25.6709041595459	24.6829242706299	20.0519199371338	21.774787902832	NA	25.2072467803955
19.8424396514893	19.6521091461182	22.0836868286133	26.7638263702393	22.2091960906982	20.499698638916	19.2347469329834	23.1065654754639	NA	19.7784099578857	26.5655517578125	31.8631553649902	24.9441814422607	22.5455017089844	24.1216297149658	19.7120971679688	20.4860095977783	21.9753684997559	20.7287483215332	20.7131385803223	19.9835662841797	NA	19.1191596984863	20.7775611877441	20.2812728881836	24.2429981231689	19.1674423217773	20.0812187194824	25.4699516296387	19.5893363952637	20.2662506103516	23.6681728363037	20.3653831481934	NA	20.3453788757324	21.8882942199707	23.2278785705566	21.869966506958	21.9166316986084	20.7056484222412	20.1611557006836	22.2796592712402	21.9564208984375	20.5839862823486	24.6884841918945	27.4064903259277	20.1044406890869	21.0634212493896	19.4168300628662	28.4521865844727
19.9129543304443	19.640417098999	21.9347038269043	26.6533508300781	23.2759704589844	20.8000183105469	19.3435363769531	22.5360660552979	20.8169078826904	20.5050392150879	26.6398944854736	31.6214351654053	25.0135898590088	22.7149410247803	24.063570022583	21.8420333862305	21.6988410949707	NA	20.0289096832275	NA	19.8840217590332	20.203950881958	19.0900859832764	22.122278213501	20.7369441986084	23.7375831604004	NA	20.8970394134521	23.8614540100098	19.2768974304199	21.9553565979004	23.4250869750977	20.2851181030273	NA	NA	21.4245491027832	23.7531776428223	22.3735294342041	19.7441577911377	20.5109424591064	20.3303565979004	21.8342208862305	21.8555927276611	20.098669052124	23.3071632385254	26.6332569122314	19.7668781280518	21.8521289825439	19.384838104248	27.6560821533203
20.2842140197754	20.3722019195557	21.5217628479004	27.202564239502	22.0309314727783	21.6639671325684	19.0112991333008	23.2142601013184	20.6186294555664	20.0598621368408	26.6746520996094	32.3421516418457	24.8782062530518	22.2916793823242	23.5186939239502	18.8905963897705	21.0538444519043	21.8874015808105	21.1862239837646	22.0446357727051	18.6685810089111	NA	18.9515399932861	19.8809757232666	19.5729484558105	23.6115550994873	20.0562934875488	20.8297386169434	26.5767230987549	NA	19.7727375030518	23.3398723602295	20.9563140869141	21.1986846923828	21.3972301483154	22.2704200744629	22.7168254852295	22.4316062927246	22.9735298156738	20.2673950195313	20.7567844390869	22.2643337249756	20.9403419494629	20.3816318511963	26.7845668792725	27.3090400695801	20.1531372070313	20.2162017822266	19.6960849761963	28.2998561859131
20.3002815246582	19.8981323242188	22.2543621063232	26.5589122772217	22.4441738128662	20.6145915985107	19.9366092681885	22.033655166626	20.3724136352539	20.1989250183105	25.6560554504395	31.0880947113037	24.8753032684326	23.3598442077637	23.644495010376	20.2551116943359	21.6068878173828	21.4359855651855	21.095645904541	22.1531677246094	20.2783260345459	20.1588172912598	19.4672832489014	22.1414279937744	20.7395820617676	24.1148166656494	19.2329921722412	22.3497314453125	25.9582138061523	20.1531372070313	20.7645797729492	23.0165348052979	20.7076721191406	20.8897800445557	21.4650821685791	21.3319969177246	23.1872653961182	21.748987197876	21.8273754119873	20.9851665496826	20.3561687469482	21.5747776031494	22.1610946655273	20.6628379821777	24.3705940246582	27.2203884124756	20.371883392334	20.692684173584	18.9952373504639	28.7475605010986
NA	NA	22.0521850585938	28.9297351837158	20.9949340820313	21.9616222381592	19.3304214477539	23.455883026123	NA	NA	26.9542694091797	32.8387222290039	25.3769969940186	21.9874229431152	24.654088973999	18.6398696899414	19.6825008392334	24.5902938842773	20.1037998199463	20.9580154418945	19.8723735809326	NA	18.9017448425293	20.3447284698486	19.4419231414795	23.9779720306396	20.7786026000977	21.6799011230469	26.7990951538086	20.0615768432617	NA	24.456823348999	18.8208713531494	22.2002429962158	22.9359264373779	22.9807453155518	22.4306354522705	NA	24.5412044525146	20.9474945068359	20.9151000976563	23.6270065307617	21.8751907348633	20.4761524200439	26.4788341522217	26.9395484924316	20.5339298248291	21.5848579406738	NA	26.5725936889648
19.3231830596924	20.1680297851563	21.8922653198242	25.8656845092773	21.4416694641113	21.1023273468018	18.9765644073486	21.6235046386719	20.7273349761963	20.4068603515625	24.9591217041016	30.035774230957	24.5283851623535	24.7706718444824	23.4062633514404	20.9918918609619	22.2042789459229	22.8182544708252	20.4453620910645	20.8479690551758	21.9029750823975	20.6432399749756	18.5738906860352	23.3240242004395	20.5860042572021	22.1401176452637	NA	24.0725917816162	23.8510990142822	18.4674625396729	20.558895111084	22.2459754943848	20.4904232025146	19.9417762756348	19.0432147979736	21.2758293151855	24.7311229705811	22.0891952514648	20.1641063690186	19.9614105224609	19.5760345458984	20.8033332824707	21.0074443817139	20.0937786102295	24.0152072906494	26.2168407440186	19.3612117767334	20.29860496521	18.7705612182617	27.2162303924561
NA	NA	21.2547664642334	29.2057609558105	20.8941555023193	21.7993068695068	21.6118030548096	24.0388374328613	NA	18.7437953948975	26.5777320861816	33.4658699035645	26.3869285583496	23.0313358306885	25.3055305480957	19.311544418335	20.2288188934326	24.3351764678955	19.5491485595703	NA	NA	NA	NA	22.0262107849121	20.2872619628906	24.417896270752	21.7771587371826	22.1280498504639	26.5563564300537	20.1052074432373	18.7618885040283	25.0705871582031	19.8565349578857	NA	23.2738380432129	22.4683170318604	23.4961910247803	NA	24.0005836486816	19.1861877441406	19.9601383209229	24.4893455505371	19.9565982818604	21.0913906097412	27.3968906402588	27.93044090271	19.7801742553711	21.0671691894531	NA	26.1368827819824
19.6301956176758	20.420597076416	21.9138221740723	26.1103229522705	21.5783767700195	20.7120475769043	20.5522480010986	21.8330631256104	20.7939205169678	20.8743267059326	25.0905113220215	30.3946838378906	24.878345489502	24.581241607666	23.9993801116943	20.5898494720459	22.1030311584473	21.9331188201904	20.5759792327881	20.931640625	20.7839660644531	20.295804977417	18.2192535400391	23.0346965789795	20.9723205566406	23.1163883209229	19.1566715240479	22.7790050506592	25.4632625579834	19.9040546417236	20.4023914337158	22.5534915924072	20.9787578582764	20.3390846252441	20.1174354553223	21.4963855743408	24.0205574035645	21.9926528930664	19.7986106872559	20.1404609680176	19.6701889038086	21.1463775634766	20.2802543640137	20.273099899292	23.4563846588135	27.2594356536865	19.4188079833984	19.2877578735352	18.9592609405518	28.9295673370361
19.7950630187988	20.3543395996094	21.7153606414795	25.6061420440674	20.9987945556641	21.412971496582	19.4199199676514	20.3837413787842	19.5121765136719	21.0661182403564	23.0554161071777	27.8351497650146	23.3945369720459	23.1743087768555	22.4633121490479	18.8969650268555	22.5078964233398	22.1283645629883	21.9633865356445	21.2482929229736	20.2166748046875	19.8565807342529	18.7925243377686	22.2439136505127	20.4745693206787	22.4538249969482	20.1213607788086	23.0656414031982	26.3450450897217	19.8919467926025	20.2677383422852	21.5146541595459	21.5928173065186	20.708345413208	18.4122886657715	21.8248138427734	24.234691619873	22.4717445373535	19.8143291473389	20.2956924438477	19.3568782806396	19.6567249298096	19.7792930603027	20.7791652679443	22.7622089385986	26.8395404815674	17.7283325195313	19.6787071228027	17.0118160247803	28.9241962432861
