Protein_Name	LFQ_C37BM	LFQ_C38BM	LFQ_C39BM	LFQ_C37PM	LFQ_C38PM	LFQ_C39PM	LFQ_C37PPM	LFQ_C38PPM	LFQ_C39PPM	LFQ_C37BN	LFQ_C39BN	LFQ_C37PN	LFQ_C39PN	LFQ_C37PPN	LFQ_C39PPN	LFQ_C37BS	LFQ_C38BS	LFQ_C39BS	LFQ_C37PS	LFQ_C38PS	LFQ_C39PS	LFQ_C37PPS	LFQ_C38PPS	LFQ_C39PPS	LFQ_C37BW3	LFQ_C38BW3	LFQ_C39BW3	LFQ_C37PW3	LFQ_C38PW3	LFQ_C39PW3	LFQ_C37PPW3	LFQ_C38PPW3	LFQ_C39PPW3
Apolipoprotein C-III	21.6786556243896	23.1755123138428	24.4893455505371	21.1867065429688	22.9123973846436	21.1463775634766	21.9679660797119	23.1100597381592	19.6567249298096	24.3250541687012	22.2796592712402	21.4492473602295	21.8342208862305	21.1974258422852	22.2643337249756	22.1371479034424	22.0569229125977	21.5747776031494	23.8612651824951	22.4572868347168	23.6270065307617	21.1228790283203	24.1812419891357	20.8033332824707	22.5192699432373	23.6357765197754	20.2031135559082	23.4014549255371	23.6641635894775	20.6463203430176	22.8496685028076	23.4541263580322	20.2137126922607
Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment	22.6173973083496	22.4611644744873	21.5269298553467	22.576831817627	23.7728366851807	22.6719779968262	22.1898155212402	22.3365802764893	21.9761371612549	21.0174007415771	20.7535228729248	21.3392467498779	21.7547473907471	NA	20.8115100860596	21.717830657959	23.1949939727783	21.357458114624	21.9181976318359	22.0177745819092	20.2455101013184	22.3775062561035	NA	22.0570869445801	22.4860095977783	NA	22.2234668731689	21.6150856018066	NA	21.1116523742676	22.3958702087402	NA	21.6311645507813
Vitamin D-binding protein	20.9441375732422	21.3464622497559	NA	20.7287483215332	20.8331394195557	20.931640625	20.8711719512939	21.0903587341309	21.2482929229736	20.2703628540039	20.7131385803223	20.9529056549072	NA	NA	22.0446357727051	20.5361137390137	21.0483989715576	22.1531677246094	21.280366897583	20.6063899993896	20.9580154418945	20.6941299438477	20.6028614044189	20.8479690551758	20.7292461395264	20.4942378997803	22.0711040496826	20.3433208465576	20.2936744689941	21.6795997619629	21.6959571838379	NA	21.3389759063721
Complement component C8 beta chain	20.6856861114502	21.6291198730469	19.8565349578857	20.4626388549805	21.2837047576904	20.9787578582764	20.7792453765869	21.6092796325684	21.5928173065186	20.0363082885742	20.3653831481934	20.6543846130371	20.2851181030273	NA	20.9563140869141	20.2562637329102	20.9095439910889	20.7076721191406	20.555154800415	20.4301261901855	18.8208713531494	20.6802024841309	NA	20.4904232025146	20.9489917755127	NA	21.0532474517822	20.0349655151367	NA	20.7280006408691	20.7023544311523	NA	21.6376342773438
Protein Z-dependent protease inhibitor	19.9288539886475	NA	20.1052074432373	20.4199810028076	19.2765102386475	19.9040546417236	20.7357864379883	20.1719436645508	19.8919467926025	20.9670524597168	19.5893363952637	NA	19.2768974304199	NA	NA	19.9091053009033	19.4078769683838	20.1531372070313	20.3490562438965	19.761547088623	20.0615768432617	20.2521114349365	19.9970035552979	18.4674625396729	20.7096939086914	NA	20.3729457855225	20.9567394256592	NA	19.6510238647461	20.0247230529785	NA	20.1579532623291
Plasma kallikrein;Plasma kallikrein heavy chain;Plasma kallikrein light chain	19.0112705230713	18.6231746673584	NA	19.5101108551025	18.5931720733643	18.6267433166504	19.7498474121094	18.6285591125488	18.5428352355957	18.5404148101807	18.0284786224365	19.1006717681885	18.5290946960449	NA	18.0393905639648	18.2300395965576	18.6549434661865	18.2444190979004	18.950288772583	18.3986186981201	NA	18.6727981567383	NA	18.9974174499512	18.881275177002	NA	18.8027191162109	18.3768291473389	NA	18.283332824707	18.3419094085693	NA	19.2923488616943
Apolipoprotein C-I;Truncated apolipoprotein C-I	22.2969532012939	23.9543800354004	25.244197845459	21.5381526947021	22.8278980255127	22.2662220001221	23.4418983459473	24.172492980957	20.8329849243164	26.0433921813965	23.5152072906494	22.3840065002441	NA	NA	23.5898952484131	23.5550842285156	22.2291412353516	NA	24.5440979003906	23.4340267181396	24.4312229156494	21.9595012664795	25.7011032104492	NA	22.9796485900879	26.1882781982422	NA	NA	NA	22.6631870269775	23.4347896575928	24.3823833465576	21.3677310943604
Chloride intracellular channel protein 1	19.6455993652344	21.3850078582764	19.7801742553711	19.8424701690674	20.275146484375	19.4188079833984	19.3389320373535	20.7900276184082	17.7283325195313	19.6898040771484	20.1044406890869	19.26051902771	19.7668781280518	NA	20.1531372070313	19.7808799743652	20.7563762664795	20.371883392334	19.4605598449707	20.7318992614746	20.5339298248291	19.5125637054443	21.3031272888184	19.3612117767334	20.5928611755371	NA	18.6187000274658	20.2601757049561	NA	20.0588054656982	20.5943202972412	20.0519199371338	18.9719429016113
Apolipoprotein L1	22.1654262542725	22.9298000335693	24.0388374328613	22.1169586181641	22.8788604736328	21.8330631256104	22.3316974639893	23.2579612731934	20.3837413787842	23.9060974121094	23.1065654754639	22.5493602752686	22.5360660552979	NA	23.2142601013184	23.0638008117676	22.4910106658936	22.033655166626	22.8432598114014	22.9803619384766	23.455883026123	22.1524868011475	NA	21.6235046386719	23.0322093963623	NA	20.5912189483643	22.3256168365479	22.9154834747314	22.4620895385742	22.5366840362549	NA	20.7606868743896
CD5 antigen-like	21.1030960083008	21.0366439819336	NA	20.8971862792969	20.5002822875977	NA	20.589391708374	21.0953884124756	21.0501937866211	20.7651462554932	20.8946723937988	21.4551296234131	20.8273372650146	NA	21.290246963501	20.9143695831299	20.5467014312744	20.6779670715332	20.6906394958496	20.7521362304688	NA	20.6583118438721	NA	20.4743709564209	21.4927234649658	NA	20.7618236541748	20.6554336547852	NA	20.8498020172119	21.4216251373291	NA	20.8150329589844
Apolipoprotein M	24.9809379577637	24.6037673950195	26.5777320861816	25.205904006958	25.3531627655029	25.0905113220215	25.5980129241943	25.9808940887451	23.0554161071777	26.2373752593994	26.5655517578125	25.5605163574219	26.6398944854736	23.644495010376	26.6746520996094	25.6797885894775	25.8286628723145	25.6560554504395	24.7063026428223	25.8947429656982	26.9542694091797	25.2044506072998	26.9669723510742	24.9591217041016	26.0623760223389	26.4817142486572	23.7868614196777	26.2221412658691	25.7297229766846	25.8798198699951	NA	26.6492443084717	23.379280090332
Ceruloplasmin	21.9361782073975	20.6973571777344	21.0819339752197	21.9249534606934	22.1787967681885	21.7791652679443	21.9881858825684	20.7112064361572	21.6216278076172	20.3798351287842	20.3091926574707	21.1439514160156	20.6180019378662	NA	20.1896648406982	20.9795951843262	21.886137008667	21.0328826904297	21.5967788696289	20.216438293457	NA	21.6956176757813	NA	22.3075256347656	21.1576461791992	NA	20.8982200622559	20.6504459381104	NA	19.721155166626	21.3583698272705	NA	21.7664413452148
Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain	23.4601402282715	23.7029266357422	24.417896270752	23.6166114807129	23.655782699585	23.1163883209229	23.9296741485596	23.6860294342041	22.4538249969482	23.655891418457	24.2429981231689	24.3058433532715	23.7375831604004	NA	23.6115550994873	23.0199813842773	23.4987487792969	24.1148166656494	23.528980255127	23.5692939758301	23.9779720306396	24.2847499847412	23.3775596618652	22.1401176452637	24.6631870269775	22.2289066314697	23.1103782653809	24.3048686981201	NA	23.7320022583008	23.7812671661377	23.5622062683105	23.2134590148926
Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain	22.4472045898438	23.7606067657471	22.7928485870361	22.360969543457	23.0090160369873	22.4855442047119	22.564603805542	23.8591804504395	22.6913204193115	22.9620819091797	23.0844497680664	22.5621147155762	22.4510860443115	NA	23.3134059906006	22.6043109893799	23.0309638977051	22.296028137207	22.3235015869141	23.3271789550781	23.4526195526123	21.7546653747559	24.7290477752686	22.4527950286865	21.8275299072266	24.7675933837891	22.201379776001	22.1806507110596	24.5015449523926	23.3200340270996	22.6635112762451	24.3947334289551	22.4903011322021
Haptoglobin-related protein	20.8929691314697	19.7674770355225	NA	20.7592258453369	NA	20.5952320098877	20.7511558532715	NA	20.7027778625488	21.5409450531006	21.0489311218262	22.0996971130371	21.0111351013184	NA	21.3365268707275	21.7371082305908	19.9345951080322	20.5161457061768	21.5060577392578	19.9504871368408	NA	20.135082244873	20.3379955291748	20.394458770752	20.5291709899902	NA	20.3927822113037	20.9662780761719	NA	21.2529773712158	20.3743267059326	NA	20.638298034668
Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B	23.4576377868652	23.0064506530762	22.5544986724854	22.9766960144043	24.4820384979248	23.6770210266113	22.8063068389893	23.4387283325195	23.6176204681396	21.077507019043	23.5176124572754	22.5879726409912	22.8028793334961	NA	22.5913791656494	21.9201984405518	24.0717754364014	23.2440586090088	21.9828720092773	23.503246307373	21.6579208374023	23.271276473999	NA	23.7068290710449	23.7633438110352	NA	23.685920715332	22.9121246337891	NA	23.2045631408691	23.0991840362549	20.8214321136475	23.6306762695313
Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain	21.8595790863037	21.8884429931641	20.9390506744385	21.5810928344727	21.6367053985596	21.5445346832275	22.0287418365479	22.2625293731689	22.1240158081055	20.5489616394043	20.9531192779541	21.7683811187744	NA	NA	21.9017963409424	21.0921669006348	21.2876567840576	21.446928024292	21.8475856781006	21.3447284698486	20.2325706481934	21.3640995025635	21.3975944519043	21.4535236358643	22.8256301879883	NA	21.5217628479004	22.5421028137207	20.6028614044189	21.5154724121094	21.4058742523193	NA	22.423677444458
Antithrombin-III	20.5782833099365	20.5151844024658	21.5330276489258	21.1182594299316	20.5821495056152	20.8426856994629	21.1499786376953	20.6654434204102	21.9452095031738	21.682559967041	20.6151294708252	21.4954109191895	20.2916526794434	NA	21.1634311676025	21.6266708374023	20.5870113372803	20.1134986877441	21.5201816558838	21.2655639648438	21.6913642883301	20.9283905029297	21.7621479034424	20.9369678497314	20.4241905212402	21.2726440429688	21.6630554199219	21.0583438873291	21.2071113586426	22.247974395752	20.6257801055908	21.4291553497314	22.3281383514404
Alpha-1-antitrypsin;Short peptide from AAT	23.611780166626	23.7230701446533	27.86301612854	24.0768375396729	23.5150871276855	24.4936275482178	23.9270534515381	23.9798049926758	24.659107208252	25.5359954833984	25.186351776123	26.4481201171875	24.9386749267578	25.146936416626	25.2716674804688	24.8242988586426	23.0014762878418	24.798921585083	24.1616954803467	23.9670162200928	26.566219329834	23.5756549835205	25.4672164916992	24.2985897064209	24.0269870758057	25.7954082489014	25.0343112945557	24.2684230804443	25.3894920349121	26.1768741607666	24.2303009033203	26.3584537506104	25.3964977264404
Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less	20.6960849761963	20.2977085113525	22.4683170318604	20.618091583252	20.5334548950195	21.4963855743408	21.122688293457	21.0212020874023	21.8248138427734	21.8752269744873	21.8882942199707	20.9508438110352	21.4245491027832	NA	22.2704200744629	21.2476558685303	19.8519840240479	21.3319969177246	20.7626342773438	20.4664268493652	22.9807453155518	20.1811962127686	22.6074066162109	21.2758293151855	20.2756023406982	23.2799434661865	21.4711990356445	20.5635566711426	22.1933403015137	22.1881561279297	21.2676239013672	22.1747798919678	22.1996726989746
Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2	24.8067588806152	24.0810718536377	23.4961910247803	24.2731990814209	25.5167713165283	24.0205574035645	24.2454681396484	24.1176719665527	24.234691619873	22.6761817932129	23.2278785705566	23.3152046203613	23.7531776428223	NA	22.7168254852295	23.0810394287109	24.9306659698486	23.1872653961182	23.4642601013184	23.5552005767822	22.4306354522705	23.7993659973145	21.6651840209961	24.7311229705811	24.0225067138672	NA	24.3062610626221	23.2627010345459	19.5211029052734	22.9567928314209	23.9234313964844	20.8642349243164	23.9136943817139
Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor	23.0616912841797	22.9271621704102	23.2738380432129	23.1021823883057	22.4749164581299	23.2661361694336	23.6600341796875	22.886360168457	23.6912574768066	23.8637237548828	23.4036655426025	23.366397857666	23.4230365753174	NA	23.5870342254639	23.2356262207031	22.2868099212646	23.5233669281006	23.1341114044189	23.1558876037598	23.8827838897705	23.2198677062988	24.0104351043701	22.7406330108643	23.4781551361084	23.83180809021	24.0471019744873	23.1678009033203	23.5982112884521	23.679386138916	22.7850856781006	23.7303447723389	23.9652557373047
Immunoglobulin J chain	19.2025871276855	19.6450881958008	20.5121002197266	19.0755367279053	18.9092082977295	18.6243877410889	19.7150173187256	19.4420642852783	NA	19.6967468261719	19.5358867645264	19.4897384643555	19.4013080596924	NA	19.7729778289795	NA	19.1784019470215	18.6223163604736	18.8633880615234	19.1185512542725	20.4343070983887	19.0958137512207	20.6480770111084	18.6485328674316	18.9404277801514	NA	NA	19.3674736022949	NA	18.4227962493896	19.569465637207	NA	NA
Ig kappa chain C region	24.1909160614014	23.8168506622314	23.1406478881836	24.3955173492432	23.2326145172119	23.3443508148193	24.871265411377	24.2837619781494	21.9700393676758	25.0590782165527	23.3179664611816	24.7002296447754	24.4256649017334	NA	24.4108638763428	24.6086826324463	23.6713085174561	24.2670669555664	24.3752422332764	23.5355205535889	23.1896800994873	24.5163497924805	23.1055755615234	22.291820526123	24.4506072998047	22.311882019043	22.1571521759033	24.734899520874	23.3825817108154	22.1321353912354	25.058666229248	22.1472473144531	21.5401878356934
Ig mu chain C region	22.1719131469727	22.833044052124	20.7256717681885	22.1867980957031	22.5827236175537	21.9677200317383	22.1932201385498	22.8225593566895	21.755521774292	22.2068729400635	21.8187427520752	22.549783706665	22.7231121063232	NA	22.0484657287598	22.3354911804199	22.6561317443848	21.8641967773438	21.9893646240234	22.2640476226807	20.3490562438965	21.7272930145264	20.4706039428711	21.9285717010498	22.1382122039795	19.8201999664307	22.0789737701416	22.0550365447998	20.7513179779053	20.9796657562256	22.579158782959	NA	22.1283321380615
Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I	32.1997299194336	32.6032638549805	33.4658699035645	32.0463180541992	31.3910007476807	30.3946838378906	33.0181846618652	32.8752746582031	27.8351497650146	33.2513809204102	31.8631553649902	32.1708679199219	31.6214351654053	31.5259857177734	32.3421516418457	32.5416946411133	32.3358573913574	31.0880947113037	32.4578475952148	32.7547187805176	32.8387222290039	30.2288284301758	34.3709449768066	30.035774230957	32.978931427002	34.6151123046875	28.5583724975586	33.2334938049316	34.2876777648926	29.0361156463623	32.5718803405762	34.004955291748	27.8611812591553
Apolipoprotein E	26.6032867431641	27.8662624359131	29.7154502868652	26.6003112792969	27.70285987854	27.1218872070313	26.5966205596924	27.4697971343994	24.4509220123291	28.2235221862793	27.5762901306152	26.85910987854	27.1012935638428	24.2250118255615	27.7162036895752	27.1048965454102	27.1347694396973	27.5502471923828	26.6517105102539	27.3553981781006	29.4249439239502	25.9562435150146	28.2773723602295	27.0291786193848	26.1737899780273	28.4888019561768	24.7355709075928	26.5177478790283	28.1249465942383	26.9245643615723	26.9879360198975	28.123664855957	24.4796352386475
Apolipoprotein A-II;Proapolipoprotein A-II;Truncated apolipoprotein A-II	NA	23.671199798584	25.0705871582031	21.0818691253662	22.4834785461426	22.5534915924072	NA	23.5173721313477	21.5146541595459	23.3582363128662	23.6681728363037	21.3229522705078	23.4250869750977	NA	23.3398723602295	22.1538467407227	22.4146499633789	23.0165348052979	22.5463733673096	23.6542530059814	24.456823348999	21.1536312103271	26.0621280670166	22.2459754943848	22.6020469665527	26.1462574005127	22.0421657562256	22.9406471252441	25.4452171325684	22.4037704467773	22.1660079956055	25.3881454467773	21.392520904541
Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain	26.1483535766602	26.6990909576416	27.93044090271	26.25075340271	26.2112808227539	27.2594356536865	26.5846290588379	26.6519832611084	26.8395404815674	26.5552883148193	27.4064903259277	26.6828441619873	26.6332569122314	NA	27.3090400695801	26.9473743438721	26.190559387207	27.2203884124756	27.3412990570068	26.5366630554199	26.9395484924316	27.3623561859131	24.4214973449707	26.2168407440186	28.1491394042969	23.6787414550781	27.4003143310547	27.2594356536865	24.4026260375977	27.0917434692383	26.4275035858154	24.6829242706299	27.1080913543701
Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain	26.2817478179932	27.5526676177979	25.2779235839844	26.5214519500732	26.5087108612061	28.9217853546143	25.6933860778809	27.588493347168	28.4130859375	27.9568195343018	27.2584476470947	27.9659271240234	25.6061992645264	26.6102046966553	28.3217811584473	28.4629898071289	26.2815704345703	28.4060859680176	28.1146087646484	27.0603370666504	25.9902305603027	28.6302375793457	25.0403022766113	25.8693599700928	28.600170135498	NA	28.5766868591309	28.527795791626	25.1599254608154	27.1076927185059	27.57737159729	NA	27.664041519165
Fibrinogen gamma chain	26.0193920135498	25.4651012420654	26.1368827819824	26.6968383789063	26.8935394287109	28.9295673370361	25.2920379638672	27.8101100921631	28.9241962432861	27.2274761199951	28.4521865844727	28.0816211700439	27.6560821533203	24.7635478973389	28.2998561859131	28.2897357940674	26.7820682525635	28.7475605010986	27.5526676177979	27.2719535827637	26.5725936889648	28.2257766723633	25.5597877502441	27.2162303924561	28.367280960083	25.8832969665527	28.8421211242676	28.1787357330322	25.5925197601318	28.631591796875	27.2336139678955	25.2072467803955	28.6081962585449
Serum amyloid P-component;Serum amyloid P-component(1-203)	24.9543800354004	23.7265033721924	23.0313358306885	25.2657794952393	24.7509803771973	24.581241607666	24.2280254364014	24.3932285308838	23.1743087768555	23.602294921875	22.5455017089844	24.3095245361328	22.7149410247803	NA	22.2916793823242	24.2026958465576	24.301383972168	23.3598442077637	25.1986179351807	22.9848880767822	21.9874229431152	24.2045631408691	22.2641334533691	24.7706718444824	25.0512981414795	20.5567455291748	22.0527820587158	23.6831398010254	20.8240756988525	21.7861232757568	23.5172519683838	19.2843723297119	22.721715927124
Complement C1q subcomponent subunit C	19.9348831176758	19.2028274536133	19.311544418335	20.6186294555664	20.1698665618896	20.5898494720459	19.0651321411133	19.729528427124	18.8969650268555	18.6147880554199	19.7120971679688	18.9527645111084	21.8420333862305	NA	18.8905963897705	19.8571434020996	19.954610824585	20.2551116943359	19.3934326171875	19.5238227844238	18.6398696899414	19.6105785369873	NA	20.9918918609619	20.6992225646973	NA	19.782112121582	18.9953193664551	NA	19.2437000274658	19.633960723877	NA	19.2194900512695
Complement component C9;Complement component C9a;Complement component C9b	22.2596015930176	21.3957138061523	22.0262107849121	22.2728424072266	22.7153186798096	23.0346965789795	21.1396484375	21.4602890014648	22.2439136505127	19.3481712341309	20.7775611877441	21.0299205780029	22.122278213501	NA	19.8809757232666	21.0081958770752	22.0254669189453	22.1414279937744	21.4847316741943	20.9800148010254	20.3447284698486	20.9902305603027	18.9628219604492	23.3240242004395	21.91721534729	NA	21.9309921264648	20.4077949523926	NA	20.1379623413086	21.4678707122803	NA	22.2029037475586
Beta-2-glycoprotein 1	21.375545501709	22.2797164916992	22.2171783447266	21.2903022766113	21.4806461334229	21.0255336761475	22.1875534057617	22.4052257537842	21.9773616790771	23.1313037872314	21.6635780334473	22.0100765228271	21.1297492980957	NA	22.1990146636963	21.5234870910645	21.1337032318115	20.7745876312256	22.0735244750977	21.5341682434082	22.582540512085	21.1162929534912	20.9099102020264	21.0571537017822	20.6113529205322	NA	21.3407688140869	21.3883743286133	20.9716186523438	22.6704235076904	21.6039485931396	21.8394203186035	22.7373142242432
Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3	19.937183380127	NA	21.6118030548096	20.3095245361328	19.1580028533936	20.5522480010986	20.7558879852295	NA	19.4199199676514	18.9850406646729	19.2347469329834	18.8239517211914	19.3435363769531	NA	19.0112991333008	19.8246974945068	18.9853191375732	19.9366092681885	20.6223888397217	NA	19.3304214477539	20.8521671295166	NA	18.9765644073486	21.5322189331055	NA	19.1303901672363	20.307746887207	NA	19.2795963287354	17.9246273040771	NA	18.9895114898682
Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176)	19.015115737915	19.4590396881104	18.269474029541	18.8262500762939	NA	18.2691535949707	18.9673042297363	19.1430797576904	17.5944843292236	18.9871520996094	19.0669460296631	19.0659732818604	19.0866451263428	NA	18.8526401519775	19.0001697540283	18.7158889770508	18.8197174072266	19.2607040405273	19.1620922088623	NA	18.5476245880127	NA	18.4958400726318	18.5599594116211	NA	17.0692825317383	18.1571884155273	NA	18.7124671936035	18.7192344665527	NA	NA
Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	20.7991485595703	20.2113361358643	21.3106346130371	20.4041595458984	20.4647331237793	20.2732124328613	20.4419231414795	20.1195888519287	19.7530498504639	20.064474105835	NA	19.8905086517334	20.5629997253418	NA	20.8634777069092	20.2088394165039	19.7333068847656	19.7780418395996	20.285343170166	19.8481369018555	21.7641353607178	20.1334533691406	NA	20.9665584564209	20.7902660369873	NA	20.3567047119141	20.0819988250732	NA	20.2692222595215	20.3736896514893	NA	20.0346965789795
Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B	23.3122978210449	24.11354637146	24.6207008361816	23.357027053833	23.8162651062012	23.911319732666	24.4102172851563	24.3038234710693	23.8333530426025	25.0418071746826	25.2095165252686	24.4600143432617	23.5768089294434	NA	24.8422050476074	24.4429740905762	23.0064334869385	24.9699172973633	23.5732307434082	24.2664222717285	26.0446434020996	23.4647579193115	26.0021934509277	23.3223743438721	24.3547439575195	25.5459842681885	24.2894020080566	24.1914443969727	25.2158985137939	24.8077411651611	23.4602642059326	26.4259357452393	25.5843124389648
Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63)	19.6751270294189	21.2617835998535	24.0005836486816	19.5439109802246	21.9086647033691	19.7986106872559	20.6923427581787	22.1311931610107	19.8143291473389	20.69140625	21.9166316986084	19.9625396728516	19.7441577911377	NA	22.9735298156738	19.7487335205078	21.5255432128906	21.8273754119873	22.8826904296875	22.3619346618652	24.5412044525146	NA	23.5162906646729	20.1641063690186	20.1912326812744	21.7983570098877	19.1339550018311	21.3772945404053	21.3356533050537	21.4524688720703	20.9920997619629	23.8883686065674	20.0051155090332
Serotransferrin	22.0537109375	22.3138198852539	NA	22.2393760681152	22.2226715087891	21.9926528930664	22.5855464935303	22.4436950683594	22.4717445373535	20.9337310791016	21.869966506958	22.432243347168	22.3735294342041	NA	22.4316062927246	21.500768661499	22.0568885803223	21.748987197876	21.5277404785156	22.3404979705811	NA	22.2456855773926	18.9406299591064	22.0891952514648	22.0393905639648	NA	22.1779460906982	21.8515186309814	NA	22.2935886383057	22.9927749633789	NA	21.9138965606689
Hemopexin	20.7204208374023	20.3289337158203	20.1137523651123	20.8598442077637	20.5787448883057	20.5773620605469	21.0972557067871	21.06032371521	21.0738506317139	21.993034362793	20.3474349975586	20.9758224487305	20.9167766571045	NA	21.6163864135742	21.381420135498	19.967191696167	20.5714492797852	20.9296188354492	20.175968170166	20.7375221252441	20.4849281311035	21.5347385406494	20.0855045318604	20.2146606445313	22.2405109405518	21.4542274475098	20.9049968719482	21.7824478149414	21.1594333648682	21.7664413452148	20.1266632080078	21.192497253418
C4b-binding protein alpha chain	23.6443843841553	NA	22.1280498504639	23.4655055999756	23.2981014251709	22.7790050506592	22.1473712921143	21.8502597808838	23.0656414031982	20.766845703125	20.0812187194824	22.9266738891602	20.8970394134521	NA	20.8297386169434	21.9759635925293	22.5346908569336	22.3497314453125	22.9409866333008	21.1948432922363	21.6799011230469	23.2499580383301	NA	24.0725917816162	21.5754718780518	NA	22.772777557373	NA	NA	20.7487010955811	22.120475769043	NA	23.1298580169678
Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B	25.1038951873779	25.4967384338379	26.5563564300537	24.1909160614014	NA	25.4632625579834	25.910083770752	25.4344711303711	26.3450450897217	26.0783462524414	25.4699516296387	25.3490829467773	23.8614540100098	NA	26.5767230987549	23.9176158905029	25.8912220001221	25.9582138061523	25.6239395141602	25.8329906463623	26.7990951538086	25.5536212921143	24.3050079345703	23.8510990142822	24.0803394317627	NA	26.2470073699951	25.3838996887207	23.6499843597412	25.7982540130615	24.9309825897217	24.2929153442383	26.8243236541748
Apolipoprotein B-100;Apolipoprotein B-48	25.4026908874512	23.1416454315186	23.617733001709	25.0625820159912	24.3819217681885	24.1829090118408	24.6171169281006	22.6174869537354	24.3349723815918	22.332462310791	22.5212593078613	23.2458591461182	20.3466777801514	NA	23.3970203399658	23.0890331268311	23.7562351226807	22.6993083953857	23.9775352478027	21.8980731964111	23.471471786499	24.8026237487793	22.1198425292969	25.7037448883057	21.630542755127	NA	22.9519824981689	23.0245704650879	19.2905502319336	23.1299686431885	23.1805744171143	22.3005886077881	24.5884647369385
Histidine-rich glycoprotein	24.1275463104248	25.0205574035645	24.4877529144287	24.4105396270752	23.9641094207764	22.8128604888916	25.3430290222168	25.0839557647705	23.8641014099121	24.6901912689209	23.3262195587158	24.3850212097168	23.3448925018311	24.7150249481201	23.8804492950439	24.38942527771	25.0091953277588	23.3772945404053	24.6125679016113	25.0138034820557	24.3743133544922	24.3020820617676	25.2461929321289	21.931713104248	24.4356174468994	23.3737163543701	23.6977405548096	25.0336380004883	23.6374359130859	22.8273372650146	24.6342811584473	24.6042194366455	23.7791652679443
Glyceraldehyde-3-phosphate dehydrogenase	21.7824878692627	23.052152633667	20.8941555023193	22.1005630493164	20.9845409393311	21.5783767700195	22.0509243011475	21.5372524261475	20.9987945556641	21.856466293335	22.2091960906982	21.1660079956055	23.2759704589844	NA	22.0309314727783	22.5288143157959	23.2095680236816	22.4441738128662	21.9776058197021	23.1577529907227	20.9949340820313	21.7961807250977	21.515905380249	21.4416694641113	23.4047069549561	20.2228183746338	21.8351860046387	22.6271839141846	20.9761734008789	22.4416446685791	22.9571113586426	20.3449459075928	21.8172607421875
Apolipoprotein D	25.1649589538574	24.8255615234375	24.9524269104004	25.3651962280273	24.001184463501	25.0692768096924	25.6020965576172	24.8519096374512	23.8779258728027	26.1157894134521	25.7808170318604	25.6291198730469	26.3735504150391	23.9248809814453	26.1430282592773	25.9366989135742	24.5153274536133	25.0687446594238	25.3543395996094	25.0822086334229	26.1004104614258	24.8666515350342	26.0237121582031	24.922477722168	25.8034114837646	26.1074333190918	24.1706619262695	25.6070175170898	25.3374252319336	25.3407554626465	25.6244411468506	25.792854309082	24.2278785705566
Gelsolin	22.6570262908936	22.8330249786377	21.9925498962402	22.7411689758301	22.9046096801758	23.3659973144531	23.2426357269287	22.9974346160889	23.4388561248779	22.4938468933105	22.8683471679688	22.4541759490967	23.854621887207	NA	23.3280029296875	22.5006217956543	22.8248138427734	23.1423320770264	23.024097442627	23.0195236206055	21.2259979248047	22.7665023803711	19.9746322631836	23.1505813598633	23.4458179473877	NA	23.2351589202881	23.3095245361328	19.9237861633301	22.8323879241943	22.771951675415	20.7211723327637	23.4563846588135
